player_id,x,y
1,61.36,24.67
1,58.59,7.25
1,99.69,34.76
1,61.56,35.34
1,88.9,15.1
1,75.54,18.08
1,68.54,25.11
1,73.42,0.0
1,57.09,0.0
1,73.82,25.82
1,59.92,15.01
1,68.86,9.51
1,86.03,12.12
1,77.3,0.0
1,54.73,9.9
1,85.07,3.72
1,73.91,22.1
1,66.95,22.95
1,83.71,18.34
1,71.83,16.35
1,58.85,0.0
1,98.02,18.5
1,73.78,18.92
1,72.94,25.7
1,68.73,35.3
1,89.34,0.0
1,67.18,7.73
1,53.92,3.84
1,65.18,13.9
1,91.25,12.15
1,84.82,9.43
1,70.68,23.3
1,91.85,0.0
1,83.72,0.55
1,70.53,0.73
1,71.84,8.04
1,78.28,0.0
1,63.19,11.47
1,74.06,10.18
1,78.01,3.35
1,52.07,21.61
1,71.54,11.35
1,70.06,23.69
1,87.36,9.85
1,50.02,11.73
1,69.04,5.81
1,67.74,11.92
1,86.48,19.83
1,73.43,7.48
1,97.35,17.7
1,82.61,3.06
1,68.67,20.35
1,77.12,5.62
1,69.4,21.37
1,85.17,12.67
1,56.68,28.73
1,63.29,0.0
1,79.92,0.0
1,89.93,5.22
1,45.37,0.0
1,91.87,0.0
1,72.18,18.84
1,49.51,11.95
1,34.98,6.72
1,54.12,7.74
1,73.74,5.43
1,73.14,30.15
1,82.23,3.91
1,66.86,0.0
1,59.6,20.76
1,68.63,9.63
1,74.44,34.43
1,77.0,6.21
1,63.74,21.31
1,85.72,23.9
1,65.92,6.27
1,62.69,3.83
1,66.95,20.16
1,87.97,18.32
1,72.27,0.0
1,64.97,0.0
1,86.04,0.0
1,101.86,18.55
1,76.73,9.12
1,90.04,10.22
1,87.47,0.0
1,66.13,0.0
1,74.35,6.74
1,57.33,4.6
1,71.34,13.3
1,65.86,18.42
1,68.76,36.97
1,64.25,11.78
1,70.27,24.27
2,25.42,40.97
2,9.23,49.17
2,30.19,51.94
2,19.85,41.79
2,4.59,18.8
2,52.57,36.17
2,23.01,57.54
2,8.71,24.45
2,41.68,33.35
2,20.53,49.55
2,44.17,40.79
2,20.47,61.28
2,22.97,25.94
2,34.48,23.11
2,37.71,47.47
2,39.99,20.85
2,28.83,31.84
2,36.87,33.28
2,39.69,45.4
2,32.61,40.76
2,28.15,39.03
2,11.21,29.57
2,37.79,47.37
2,30.55,68.0
2,24.62,41.6
2,46.61,35.1
2,11.44,19.72
2,51.37,26.99
2,29.71,31.65
2,34.13,28.12
2,24.86,33.82
2,8.33,53.56
2,28.19,47.72
2,34.35,32.25
2,38.79,20.71
2,27.43,48.71
2,1.5,33.46
2,9.96,15.01
2,56.68,41.84
2,15.8,45.28
2,48.55,7.32
2,17.86,24.93
2,27.63,32.79
2,38.13,42.08
2,19.34,28.33
2,50.7,24.85
2,30.98,42.0
2,35.99,28.85
2,26.52,39.96
2,38.56,21.77
2,50.52,19.12
2,28.29,42.31
2,52.49,36.78
2,22.05,44.15
2,39.93,28.14
2,36.36,25.25
2,16.11,48.97
2,32.78,17.25
2,30.1,47.77
2,18.91,48.53
2,34.65,43.46
2,31.9,26.43
2,29.06,25.02
2,29.11,31.69
2,28.83,19.75
2,25.22,23.42
2,31.82,41.09
2,21.63,41.14
2,64.54,22.45
2,11.68,41.44
2,22.4,39.0
2,23.43,50.61
2,56.53,40.26
2,12.84,45.64
2,35.54,39.25
2,33.23,44.78
2,34.34,19.84
2,46.07,32.66
2,45.81,33.57
2,24.14,31.32
2,32.52,38.88
2,5.77,40.98
2,31.29,38.31
2,19.68,32.05
2,27.58,25.91
2,8.09,46.07
2,35.26,37.85
2,7.94,22.8
2,31.93,31.87
2,14.06,14.82
2,18.95,34.39
2,45.01,31.82
2,37.64,27.68
2,44.94,51.43
2,50.28,21.28
2,19.95,41.77
2,49.49,58.05
2,10.95,45.85
2,39.7,33.65
2,23.59,21.53
2,17.91,19.02
2,37.99,29.47
2,42.28,26.44
2,41.9,26.08
2,32.79,30.41
2,31.72,32.88
2,36.85,39.34
2,33.95,20.38
2,37.04,26.5
2,32.65,32.24
2,40.96,31.85
2,8.85,54.2
2,28.29,36.55
2,12.01,16.25
2,33.6,38.6
2,51.35,40.0
2,23.84,32.62
2,31.65,20.65
2,39.83,53.34
2,3.12,22.23
2,23.21,41.27
2,34.74,36.2
2,0.0,40.61
2,17.3,52.78
2,44.31,40.18
2,43.04,27.85
2,34.87,46.17
2,41.47,27.06
2,32.8,35.8
2,37.22,19.78
2,25.9,22.63
2,31.51,34.57
2,21.78,38.05
2,46.43,15.27
2,49.78,39.47
2,47.94,24.99
2,24.69,48.08
2,17.6,30.13
2,46.6,21.64
2,37.07,34.83
2,34.27,23.92
2,21.76,47.96
2,35.53,34.01
2,15.89,32.33
3,65.31,56.11
3,45.7,45.72
3,45.7,28.4
3,70.88,22.67
3,66.83,39.55
3,43.7,30.94
3,51.95,37.63
3,48.25,42.18
3,83.09,27.77
3,71.78,21.72
3,54.53,38.24
3,67.49,28.13
3,42.37,35.61
3,51.26,19.22
3,61.36,31.23
3,65.88,41.86
3,58.73,40.67
3,63.22,25.33
3,61.02,21.15
3,57.87,34.17
3,56.15,40.17
3,54.46,38.46
3,63.02,28.37
3,65.34,37.28
3,62.58,50.53
3,44.68,36.26
3,47.01,16.04
3,65.19,36.24
3,79.13,56.48
3,61.98,19.84
3,54.65,34.33
3,62.92,31.51
3,45.22,35.05
3,77.02,36.14
3,62.43,46.54
3,51.3,34.93
3,57.83,48.05
3,53.15,32.71
3,77.05,30.15
3,57.37,26.64
3,62.02,14.01
3,67.46,37.03
3,50.37,56.59
3,62.52,39.04
3,63.57,41.55
3,39.8,29.46
3,63.29,31.31
3,59.41,44.83
3,61.69,56.1
3,60.46,50.37
3,63.37,42.86
3,77.39,34.39
3,44.67,36.31
3,55.55,25.71
3,68.67,18.07
3,66.25,21.61
3,65.97,34.55
3,95.8,30.79
3,67.98,17.84
3,74.7,33.59
3,56.01,30.5
3,47.09,21.1
3,55.91,29.93
3,69.26,30.47
3,65.29,27.22
3,65.24,44.19
3,57.21,13.07
3,55.14,12.16
3,57.66,34.04
3,69.42,35.06
3,70.93,38.45
3,46.92,28.07
3,69.91,23.9
3,51.54,33.92
3,66.1,29.14
3,57.5,51.06
3,80.36,30.43
3,54.57,33.41
3,62.32,61.23
3,67.89,31.86
3,48.64,40.12
3,59.05,41.11
3,56.53,42.05
3,53.32,37.18
3,54.28,36.13
3,74.46,35.1
3,52.22,27.66
3,67.36,37.58
3,64.09,56.32
3,41.84,47.32
3,66.75,37.34
3,41.62,43.41
3,68.17,24.44
3,53.41,31.13
3,60.11,44.43
3,43.17,50.36
3,61.59,25.52
3,72.05,28.68
3,49.51,58.0
3,52.11,35.06
3,65.91,54.06
3,66.24,36.28
3,28.36,36.71
3,86.2,30.64
3,66.87,44.37
3,69.06,48.94
3,58.13,22.61
3,35.88,30.12
3,68.77,44.07
3,52.65,32.57
3,67.07,28.57
3,57.16,45.1
3,63.09,46.14
3,49.93,29.05
3,71.24,36.34
3,44.55,20.71
3,89.19,24.15
3,89.09,35.37
3,81.23,34.35
3,76.58,23.36
3,58.9,26.12
3,75.17,22.28
3,58.75,39.01
3,39.8,12.36
3,79.54,22.87
3,74.67,13.51
3,59.59,38.61
3,44.07,14.17
3,52.38,34.35
3,36.33,52.03
3,72.29,52.41
3,39.16,14.14
3,63.73,37.28
3,49.03,23.12
3,41.45,20.88
3,63.1,32.75
3,55.66,47.51
3,70.9,40.6
3,43.52,26.13
3,50.15,41.76
3,28.96,9.32
3,31.6,25.72
3,83.38,24.94
3,87.09,34.86
3,61.21,31.77
3,49.29,32.44
3,56.12,32.08
3,71.36,34.25
3,53.31,39.94
3,63.09,35.64
3,59.83,30.87
3,52.61,38.42
3,53.16,43.09
3,63.81,27.88
3,47.3,33.35
3,65.87,46.78
3,53.87,21.87
3,61.66,53.85
3,77.99,19.27
3,57.81,30.2
3,71.96,23.55
3,36.7,58.07
3,53.89,28.46
3,60.36,28.49
3,85.0,29.92
3,34.52,35.05
3,58.75,30.39
3,78.94,32.54
3,49.79,0.0
3,57.23,34.63
3,64.31,34.2
3,62.4,45.42
3,80.36,48.4
3,65.83,31.94
3,77.26,42.98
3,55.32,21.88
3,50.37,42.44
3,57.07,27.7
3,44.93,20.97
3,66.29,31.96
3,54.98,49.41
3,51.27,35.99
3,66.48,50.46
3,45.13,25.76
3,70.02,45.53
3,53.78,26.83
3,75.07,36.48
3,54.89,36.38
3,68.21,41.28
3,62.33,36.76
3,69.67,25.87
3,61.43,43.68
3,38.38,53.05
3,73.11,27.58
3,58.86,13.81
3,70.26,39.49
3,68.97,30.36
3,49.95,32.56
3,48.11,40.12
3,68.52,28.98
3,56.06,31.04
3,72.17,32.9
3,57.68,50.17
3,73.3,34.33
3,65.5,20.41
3,63.74,20.85
3,55.14,35.53
3,63.02,21.58
3,75.51,16.81
3,59.3,40.99
3,66.91,41.53
3,60.6,29.95
3,61.62,37.23
3,82.4,36.07
3,75.62,40.63
3,61.03,40.65
3,62.79,5.34
3,50.88,31.35
3,57.75,39.7
3,64.02,29.48
3,71.06,34.4
3,69.74,42.26
3,45.58,34.89
3,72.7,50.59
3,58.85,46.4
3,47.17,32.7
3,77.37,31.82
3,79.02,2.65
3,63.43,30.41
3,69.21,19.11
3,69.98,36.43
3,78.15,35.68
3,69.46,41.65
3,42.74,49.36
4,33.02,44.37
4,12.97,29.26
4,22.69,21.0
4,25.15,50.81
4,37.7,39.07
4,17.69,29.8
4,26.13,21.4
4,27.91,56.52
4,24.17,33.73
4,40.55,49.37
4,38.34,43.83
4,45.17,28.27
4,25.7,28.36
4,45.63,49.91
4,12.27,50.09
4,11.95,13.35
4,14.22,40.05
4,30.12,32.67
4,45.63,22.63
4,22.17,36.88
4,23.8,19.15
4,27.19,28.87
4,37.45,25.22
4,23.79,28.5
4,23.07,33.21
4,12.51,22.83
4,22.57,51.3
4,45.31,39.43
4,31.18,53.74
4,20.38,32.24
4,46.07,27.96
4,22.39,53.34
4,48.46,27.64
4,48.25,32.04
4,30.73,41.92
4,10.52,20.39
4,59.76,41.82
4,35.03,40.42
4,25.79,47.96
4,42.43,43.79
4,39.13,48.3
4,47.04,32.79
4,21.39,24.51
4,34.14,57.21
4,14.58,17.21
4,38.66,18.31
4,29.7,40.22
4,33.65,51.87
4,28.1,36.09
4,26.74,44.99
4,18.71,12.05
4,40.28,28.51
4,49.37,13.39
4,22.76,42.58
4,37.2,16.98
4,35.62,19.94
4,30.11,39.65
4,10.15,45.68
4,13.08,32.25
4,19.85,40.27
4,2.19,39.92
4,48.3,31.63
4,34.78,21.96
4,29.61,40.21
4,1.53,40.74
4,6.29,43.83
4,29.97,37.43
4,55.62,21.15
4,20.92,41.59
4,41.23,33.98
4,23.76,28.69
4,30.72,30.76
4,45.79,26.41
4,25.5,43.78
4,21.03,18.4
4,48.43,23.07
4,30.59,30.38
4,44.19,51.75
4,21.09,45.6
4,48.29,15.95
4,33.56,48.86
4,35.65,48.84
4,31.71,21.09
4,23.43,6.26
4,29.98,33.21
4,24.25,46.35
4,42.47,51.5
4,27.36,24.42
4,10.55,53.27
4,8.17,9.49
4,7.55,29.95
4,38.03,29.41
4,15.03,46.68
4,33.9,48.28
4,31.78,44.5
4,29.16,19.14
4,35.7,43.49
4,32.06,39.6
4,0.0,15.62
4,25.79,11.26
4,35.53,45.42
4,51.32,32.02
4,51.92,19.86
4,12.28,31.71
4,25.45,38.0
4,9.64,33.09
4,49.76,16.93
4,43.17,54.74
4,34.56,45.05
4,32.16,30.31
4,47.95,30.75
4,45.75,37.95
4,45.05,21.57
4,35.94,37.55
4,25.46,19.36
4,39.97,33.22
4,40.61,21.15
4,27.52,21.7
4,25.43,52.1
4,44.73,34.65
4,51.63,36.28
4,20.26,11.87
4,26.58,27.43
4,34.56,39.07
4,36.33,36.14
4,23.21,10.31
4,54.49,36.28
4,35.49,38.03
4,36.91,48.12
4,52.87,26.79
4,24.16,9.34
4,28.85,23.04
4,13.71,21.93
4,27.76,42.1
4,10.64,4.12
4,39.72,29.07
4,35.46,49.68
4,26.4,34.08
4,28.69,43.86
4,39.9,15.94
4,15.23,16.38
4,32.65,49.81
4,39.09,35.11
4,6.83,35.14
4,38.9,21.7
4,8.24,35.11
4,28.47,21.39
4,14.88,47.06
4,48.61,64.01
4,14.96,39.32
4,8.55,27.02
4,31.73,6.13
4,24.62,15.47
4,10.44,51.1
4,36.84,22.68
4,4.11,29.92
4,16.53,41.21
4,22.52,50.31
4,40.43,31.8
4,46.84,29.55
4,44.34,34.79
4,28.01,27.1
4,0.0,27.69
4,35.08,38.53
4,49.12,36.04
4,46.04,57.45
4,36.02,38.83
4,14.54,46.66
4,23.17,22.22
4,55.14,39.78
4,11.58,26.05
4,15.08,38.35
5,77.3,2.78
5,64.56,11.35
5,61.3,22.07
5,55.94,16.04
5,68.92,8.16
5,27.32,7.72
5,63.81,20.99
5,33.11,0.0
5,38.66,22.77
5,53.3,0.0
5,62.03,0.0
5,31.0,8.34
5,39.34,37.87
5,47.27,32.45
5,43.58,21.77
5,57.1,17.92
5,90.67,0.0
5,51.45,15.72
5,36.44,7.96
5,29.15,5.02
5,41.77,15.7
5,33.78,8.82
5,52.08,23.56
5,51.88,0.0
5,39.98,14.83
5,71.8,4.33
5,36.44,9.49
5,44.45,17.35
5,54.31,1.71
5,57.6,15.81
5,62.61,11.66
5,51.57,6.73
5,59.66,8.82
5,37.35,12.3
5,57.94,5.55
5,57.76,14.08
5,65.67,10.94
5,24.31,7.28
5,34.21,31.49
5,56.7,18.57
5,11.53,9.79
5,52.4,15.6
5,59.78,2.7
5,38.51,9.2
5,40.41,10.48
5,32.04,0.29
5,39.22,18.26
5,39.6,8.44
5,37.12,10.09
5,36.41,7.74
5,42.48,46.55
5,42.32,6.71
5,70.36,0.0
5,40.88,0.0
5,50.47,22.35
5,38.5,28.7
5,38.34,6.5
5,23.84,28.07
5,25.57,22.16
5,30.31,11.92
5,48.39,11.14
5,59.99,15.99
5,22.77,23.65
5,38.86,18.37
5,28.23,6.56
5,42.56,12.08
5,59.99,35.79
5,40.19,16.76
5,45.38,23.56
5,64.92,19.94
5,51.95,17.01
5,36.12,15.2
5,48.07,23.87
5,35.24,21.91
5,51.47,16.9
5,52.7,6.37
5,28.23,18.24
5,48.28,13.26
5,44.47,10.61
5,53.08,43.47
5,56.81,0.0
5,52.21,24.54
5,42.06,4.51
5,58.13,15.44
5,34.65,42.25
5,28.83,3.41
5,4.46,6.04
5,45.09,13.81
5,35.32,4.68
5,51.17,23.72
5,20.37,8.12
5,37.59,21.19
5,52.11,0.0
5,32.61,0.0
5,51.32,11.48
5,38.76,0.0
5,45.57,30.7
5,53.74,0.0
5,58.39,2.59
5,47.2,18.55
5,35.42,7.55
5,40.05,0.0
5,54.28,36.44
5,32.72,2.98
5,43.69,11.84
5,40.98,11.7
5,44.66,21.81
5,32.88,19.09
5,21.92,4.91
5,52.77,10.42
5,58.53,11.5
5,22.7,22.24
5,50.8,1.15
5,60.08,36.2
5,53.75,5.65
5,40.58,13.9
5,33.73,1.24
5,47.05,0.0
5,49.22,4.38
5,47.25,3.32
5,43.66,9.44
5,31.93,3.23
5,51.49,21.65
5,52.12,5.39
5,48.61,4.17
5,47.44,9.68
5,67.83,24.92
5,37.88,16.36
5,62.66,12.9
5,36.46,0.0
5,60.42,1.43
5,62.03,0.0
5,42.19,28.38
5,67.59,19.84
5,52.1,4.52
5,34.6,7.79
5,41.14,4.92
5,60.73,4.26
5,58.0,19.06
5,32.25,10.84
5,44.19,36.89
5,48.65,27.75
5,39.4,28.4
5,76.65,21.38
5,49.04,9.35
5,45.2,20.58
5,61.48,10.16
5,41.25,31.93
5,59.1,18.45
5,24.32,16.89
5,40.1,15.4
5,59.64,33.14
5,66.41,0.0
5,35.95,34.22
5,34.43,11.95
5,53.38,0.0
5,37.9,5.73
5,42.51,0.0
5,57.39,21.19
5,38.93,2.58
5,20.45,15.86
5,29.09,26.48
5,46.13,6.61
5,21.78,11.05
5,42.14,0.0
5,27.9,9.73
5,67.32,42.31
5,74.15,22.56
5,32.24,11.09
5,49.34,7.27
5,33.51,13.53
5,41.98,15.43
5,69.45,9.39
5,39.93,19.83
5,42.28,3.51
5,33.75,3.46
5,60.9,18.07
5,3.58,1.14
5,40.24,22.02
5,45.4,13.84
5,37.41,0.0
5,57.23,15.2
5,61.63,0.0
5,27.64,21.63
5,73.22,11.26
5,27.5,34.36
5,62.75,25.78
5,47.95,2.33
5,39.45,0.0
5,40.68,5.69
5,45.56,0.57
5,48.71,34.08
5,34.04,13.89
5,42.96,24.27
5,35.98,10.86
5,30.2,12.02
5,35.37,13.64
5,31.05,26.17
5,40.54,17.43
5,51.62,2.37
5,47.57,31.85
5,71.67,10.78
5,17.26,8.99
5,52.1,0.0
5,46.08,20.98
5,56.6,15.11
5,55.31,15.1
5,43.86,9.57
5,48.24,7.67
5,36.33,9.93
5,53.98,19.09
5,21.57,21.03
5,56.1,11.46
5,45.7,24.44
5,39.67,13.13
5,42.98,8.45
5,43.93,16.18
5,62.86,0.0
5,88.04,16.56
5,61.86,0.0
5,38.65,2.7
5,54.19,0.0
5,54.75,12.07
5,33.97,31.71
5,29.61,12.71
5,45.18,21.08
5,56.5,39.88
5,25.05,18.44
5,36.63,5.58
5,53.44,7.1
5,46.54,14.01
5,64.41,7.04
5,27.65,7.86
5,76.58,24.84
5,26.01,25.29
5,19.62,0.0
5,45.23,5.0
5,31.25,8.9
5,45.5,20.59
5,45.04,26.57
5,43.45,43.72
5,35.05,8.88
5,51.62,9.43
5,41.87,20.47
5,60.35,6.5
5,43.66,12.45
5,33.46,9.43
5,24.06,0.0
5,43.76,15.36
5,29.5,11.99
5,28.45,27.98
5,52.86,14.06
5,22.89,0.2
5,64.36,11.16
5,48.08,0.0
5,45.43,0.68
5,32.55,20.99
5,55.94,11.28
5,45.96,24.15
5,37.08,0.0
5,48.6,11.33
5,24.12,8.77
5,24.74,24.51
5,31.44,21.4
5,50.54,21.06
5,45.96,30.96
5,59.64,9.95
5,34.04,28.69
5,53.47,2.51
5,44.52,2.11
5,33.74,22.28
5,51.01,0.0
5,45.14,20.3
5,37.82,15.11
5,46.55,25.79
5,44.32,13.35
5,44.0,14.62
5,40.64,19.6
5,29.04,6.71
5,46.97,6.23
5,35.56,19.22
6,58.92,13.34
6,80.73,37.83
6,54.24,17.84
6,53.86,29.78
6,37.8,43.84
6,59.45,36.5
6,68.54,15.9
6,70.87,26.6
6,61.41,17.48
6,72.43,15.36
6,69.51,35.29
6,74.47,40.16
6,72.8,38.85
6,80.41,40.63
6,57.79,33.87
6,42.75,30.99
6,68.63,22.2
6,70.15,29.16
6,80.41,19.47
6,76.66,24.7
6,85.29,34.98
6,68.06,32.7
6,62.97,67.71
6,42.0,19.2
6,64.01,32.62
6,52.82,18.34
6,62.75,29.73
6,60.71,30.18
6,66.13,43.29
6,58.73,29.05
6,72.16,31.9
6,24.6,29.27
6,62.47,18.59
6,75.63,26.83
6,84.31,29.8
6,69.52,34.81
6,81.9,40.15
6,62.2,31.42
6,60.04,31.23
6,66.88,15.07
6,59.96,39.94
6,49.83,26.35
6,53.3,42.22
6,45.54,48.48
6,66.87,31.93
6,60.15,22.74
6,55.32,33.82
6,52.63,37.84
6,66.57,30.53
6,70.15,27.8
6,45.3,40.2
6,43.26,39.47
6,72.41,30.19
6,42.12,15.81
6,67.12,39.02
6,81.02,25.56
6,81.05,36.36
6,69.59,35.66
6,69.21,13.22
6,89.27,34.89
6,29.65,39.66
6,53.96,41.01
6,71.03,35.29
6,55.62,12.25
6,76.12,48.05
6,59.49,38.52
6,61.71,20.76
6,56.43,25.33
6,53.21,36.54
6,52.89,41.48
6,63.53,28.63
6,49.93,43.08
6,72.39,14.28
6,68.49,22.53
6,74.29,11.29
6,45.32,24.13
6,37.91,50.59
6,59.95,56.64
6,97.68,36.58
6,76.46,26.98
6,52.79,31.56
6,65.52,39.21
6,69.46,16.81
6,42.21,27.7
6,77.81,49.78
6,57.82,22.5
6,58.82,25.76
6,60.31,34.15
6,74.88,37.11
6,50.18,27.12
6,37.81,34.85
6,64.2,40.69
6,33.43,55.58
6,56.09,32.61
6,75.43,33.55
6,67.53,50.8
6,73.55,27.96
6,68.06,19.43
6,91.33,36.75
6,52.35,45.84
6,65.18,37.97
6,54.3,32.93
6,72.44,18.07
6,59.2,33.36
6,82.34,47.56
6,53.1,20.42
6,78.29,31.31
6,67.71,29.74
6,59.58,26.33
6,67.05,36.73
6,63.4,38.88
6,64.63,38.76
6,57.31,23.26
6,50.88,15.89
6,55.64,36.89
6,38.12,28.43
6,70.95,54.22
6,43.94,54.73
6,57.17,55.9
6,68.42,23.66
6,70.91,40.26
6,36.93,43.58
6,58.81,42.34
6,65.98,30.1
6,60.68,48.07
6,77.47,34.01
6,49.32,35.41
6,33.36,17.08
6,70.53,41.09
6,53.02,31.14
6,37.14,39.11
6,57.94,36.59
6,76.0,35.99
6,43.58,33.5
6,90.37,42.65
6,49.11,31.81
6,61.13,17.99
6,44.15,40.26
6,60.54,25.1
6,58.26,19.43
6,40.64,22.76
6,96.74,37.12
6,53.56,32.94
6,53.57,10.54
6,72.6,29.78
6,83.59,46.86
6,74.64,29.04
6,44.38,32.18
6,62.78,45.47
6,35.54,42.75
6,71.72,45.24
6,38.74,3.5
6,49.56,53.07
6,59.96,41.0
6,65.79,61.08
6,56.61,25.39
6,79.75,14.6
6,69.4,34.08
6,68.38,30.97
6,44.02,41.19
6,82.09,45.82
6,49.56,33.04
6,82.59,31.35
6,86.29,39.75
6,66.66,31.18
6,73.42,30.26
6,19.92,45.41
6,57.46,47.86
6,74.33,45.92
6,72.02,32.15
6,44.14,10.46
6,56.18,32.37
6,27.03,25.66
6,65.37,32.57
6,35.52,26.62
6,74.7,33.77
6,75.38,22.57
6,53.83,19.91
6,66.78,47.45
6,57.18,23.33
6,63.14,34.0
6,45.09,44.5
6,68.09,44.06
6,38.66,42.74
6,36.21,37.33
6,58.41,41.96
6,57.25,49.1
6,63.54,38.68
6,51.56,13.79
6,84.51,28.19
6,62.09,41.66
6,63.03,27.1
6,62.56,51.82
6,73.04,33.31
6,67.49,34.94
6,65.75,46.37
6,69.57,31.99
6,36.28,35.94
6,36.77,43.89
6,59.01,17.81
6,57.43,30.86
6,67.54,43.12
6,60.26,34.72
6,67.56,50.14
6,43.81,16.66
6,59.86,15.41
6,42.57,42.47
6,65.03,43.52
7,35.42,15.76
7,36.81,28.12
7,48.47,19.44
7,57.75,10.6
7,30.84,9.71
7,43.43,20.18
7,42.82,23.02
7,51.43,24.96
7,45.89,11.12
7,38.9,15.93
7,62.23,20.42
7,38.99,9.78
7,42.2,1.52
7,25.31,5.13
7,36.72,11.35
7,52.71,21.28
7,50.17,27.85
7,53.79,0.0
7,53.16,7.43
7,73.14,10.06
7,36.28,22.74
7,24.95,8.19
7,32.34,9.27
7,36.85,0.0
7,33.33,19.32
7,47.22,12.22
7,62.28,6.81
7,66.02,11.15
7,52.56,26.4
7,73.84,2.95
7,41.37,4.74
7,24.78,27.77
7,59.69,14.83
7,22.1,21.37
7,36.18,18.42
7,52.76,13.61
7,44.67,10.17
7,43.52,23.15
7,30.65,26.79
7,45.86,25.93
7,59.05,0.96
7,46.26,28.35
7,35.21,10.06
7,29.78,5.69
7,35.48,12.14
7,51.1,23.14
7,50.47,19.95
7,35.59,11.19
7,17.26,23.21
7,51.46,15.54
7,34.33,7.7
7,54.96,6.21
7,36.17,18.51
7,33.16,13.09
7,47.99,0.0
7,76.65,23.32
7,55.74,8.72
7,47.77,31.51
7,50.67,0.0
7,23.24,12.01
7,31.41,6.3
7,13.36,3.27
7,68.49,8.65
7,65.86,33.48
7,51.11,15.58
7,47.76,5.29
7,25.83,0.0
7,43.15,0.0
7,69.3,8.1
7,47.71,7.03
7,38.66,11.54
7,23.15,0.0
7,63.94,12.99
7,45.09,25.31
7,23.16,31.85
7,33.98,0.0
7,29.39,5.18
7,44.29,4.6
7,48.7,15.6
7,39.46,0.58
7,56.1,32.5
7,47.02,14.48
7,59.81,12.65
7,41.36,31.52
7,85.59,13.82
7,38.66,18.4
7,34.26,5.74
7,32.66,0.0
7,43.26,7.29
7,23.65,38.06
7,49.83,20.96
7,21.23,17.02
7,48.1,3.26
7,28.43,24.02
7,41.04,0.0
7,53.86,0.0
7,75.95,7.85
7,31.99,35.5
7,44.05,34.88
7,36.59,9.04
7,34.69,6.58
7,36.71,0.0
7,56.71,14.86
7,39.66,15.78
7,75.24,22.69
7,51.41,24.02
7,32.87,11.83
7,41.23,20.12
7,35.58,6.29
7,56.4,19.91
7,24.7,8.42
7,28.57,19.05
7,38.31,18.16
7,54.88,14.76
7,62.03,22.74
7,63.95,0.0
7,52.89,2.29
7,44.92,11.03
